model_name,M,K,ROW_BLOCK_SIZE,COL_BLOCK_SIZE,PARALLEL_SIZE,BM,BK,bm,avg_latency_s,tile_latency_s,tokens_per_second,rank
Llama-120M,768,768,32,192,32,32,192,32,0.016366847567260263,4.262199887307361e-05,217.91200078053689,1
Llama-120M,2048,768,512,192,32,512,192,32,0.059498495161533355,5.8103999181184917e-05,217.91200078053689,1
Llama-120M,768,2048,192,192,32,192,192,32,0.045399551326408986,4.299199936212972e-05,217.91200078053689,1
Llama-120M,32000,768,320,192,32,320,192,32,0.7206080062314868,4.503800038946792e-05,217.91200078053689,1
Llama-120M,768,2048,64,192,32,64,192,32,0.051919296104460944,4.9166000098921356e-05,190.54778870984032,2
Llama-120M,2048,768,256,192,32,256,192,32,0.06875340938568116,6.714200135320425e-05,188.57880998089175,2
Llama-120M,2048,768,32,192,32,32,192,32,0.07034265637397766,6.869400036521256e-05,184.31826138538065,3
Llama-120M,32000,768,128,192,32,128,192,32,0.9168639872223139,5.7303999201394615e-05,171.26764122572274,2
Llama-120M,768,2048,256,192,32,256,192,32,0.059368320275098085,5.622000026050955e-05,166.63949760131757,3
Llama-120M,768,2048,384,192,32,384,192,32,0.06002726468257606,5.6844000646378845e-05,164.81022609294575,4
Llama-120M,2048,768,128,192,32,128,192,32,0.08121753662824631,7.931400061352179e-05,159.6383818365113,4
Llama-120M,32000,768,32,192,32,32,192,32,1.0017919819802046,6.261199887376278e-05,156.7482423905842,3
Llama-120M,32000,768,160,192,32,160,192,32,1.0151999909430742,6.344999943394214e-05,154.67802779480328,4
Llama-120M,32000,768,256,192,32,256,192,32,1.0683519951999187,6.677199969999492e-05,146.9825798256616,5
Llama-120M,768,2048,32,192,32,32,192,32,0.06851116904988885,6.487800099421293e-05,144.40137573586637,5
Llama-120M,768,2048,128,192,32,128,192,32,0.0689842557348311,6.532599974889308e-05,143.41108646739076,6
Llama-120M,2048,768,64,192,32,64,192,32,0.09051340848207473,8.83920004707761e-05,143.2432646335322,5
Llama-120M,768,768,384,192,32,384,192,32,0.0256465919315815,6.678799982182682e-05,139.064578614045,2
Llama-120M,2048,768,64,96,32,64,96,32,0.1012408310174942,4.943399952026084e-05,128.06528743171245,6
Llama-120M,2048,768,32,96,32,32,96,32,0.10742988765239715,5.245599983027205e-05,120.6874214188152,7
Llama-120M,2048,768,256,96,32,256,96,32,0.11577343940734863,5.652999971061945e-05,111.9897291680345,8
Llama-120M,2048,768,512,96,32,512,96,32,0.11649842917919159,5.6883998622652145e-05,111.2927978122185,9
Llama-120M,768,2048,192,96,32,192,96,32,0.09773913586512206,4.627799993613735e-05,101.21950615287552,7
Llama-120M,32000,768,160,96,32,160,96,32,1.642623981460929,5.133199942065403e-05,95.59651763802763,6
Llama-120M,768,768,192,192,32,192,192,32,0.037767935134470465,9.835399774601683e-05,94.43281681016772,3
Llama-120M,768,768,256,192,32,256,192,32,0.042131712064146995,0.00010971800016704946,84.65197175993174,4
Llama-120M,768,2048,64,96,32,64,96,32,0.11743564540520313,5.560399877140299e-05,84.24279553231914,8
Llama-120M,2048,768,128,96,32,128,96,32,0.15651634871959685,7.642399839824065e-05,82.83758361440405,10
Llama-120M,32000,768,32,96,32,32,96,32,1.9192320294678211,5.997600092086941e-05,81.81873270420517,7
Llama-120M,768,768,64,96,32,64,96,32,0.04394342355430126,5.72179994196631e-05,81.16191710562907,5
Llama-120M,768,2048,256,96,32,256,96,32,0.12416447946801783,5.87899997481145e-05,79.67743356605233,9
Llama-120M,32000,768,64,96,32,64,96,32,2.068032007664442,6.462600023951381e-05,75.93167409131144,8
Llama-120M,32000,768,256,96,32,256,96,32,2.0876160264015198,6.52380008250475e-05,75.21935568153893,9
Llama-120M,32000,768,320,96,32,320,96,32,2.107200007885694,6.585000024642795e-05,74.52027896200302,10
Llama-120M,768,2048,32,96,32,32,96,32,0.1378629112802446,6.527599965920672e-05,71.7604682231465,10
Llama-120M,768,768,384,96,32,384,96,32,0.05071718417108059,6.603800022276119e-05,70.32197386631367,6
Llama-120M,768,2048,128,96,32,128,96,32,0.15700608182698486,7.434000086504966e-05,63.01097988661555,11
Llama-120M,768,768,64,192,32,64,192,32,0.05915135979652405,0.0001540399994701147,60.29502131684434,7
Llama-120M,768,2048,384,96,32,384,96,32,0.1816953611187637,8.603000052971766e-05,54.44886981792513,12
Llama-120M,32000,768,128,96,32,128,96,32,2.9976959992200136,9.367799997562542e-05,52.38327450723326,11
Llama-120M,768,768,256,96,32,256,96,32,0.06886041529476643,8.966199908172712e-05,51.79365364824938,8
Llama-120M,768,768,32,96,32,32,96,32,0.07145472027361392,9.304000035626813e-05,49.913182588845146,9
Llama-120M,32000,768,64,192,32,64,192,32,3.881183988414705,0.00024257399927591906,40.45907972544132,12
Llama-120M,768,768,128,96,32,128,96,32,0.08821555204689503,0.00011486400006106124,40.42974755693636,10
Llama-120M,768,768,128,192,32,128,192,32,0.13399987209588288,0.00034895800024969503,26.61593958313433,11
Llama-120M,768,768,192,96,32,192,96,32,0.21779558502137658,0.00028358800132991744,16.375595949301232,12
