model_name,M,K,ROW_BLOCK_SIZE,COL_BLOCK_SIZE,PARALLEL_SIZE,BM,BK,bm,avg_latency_s,tile_latency_s,tokens_per_second,rank
Llama-120M,2048,768,128,64,32,128,64,32,0.19453747272491453,6.332600023597478e-05,27.441911751577084,24
Llama-120M,768,2048,192,32,64,192,32,64,0.24999936282634735,8.138000092003495e-05,27.150426295033586,31
Llama-120M,2048,768,32,64,32,32,64,32,0.19695820838212968,6.411400012439117e-05,27.10463403756422,25
Llama-120M,32000,768,256,32,32,256,32,32,4.944191984832287,5.150199984200299e-05,26.565595230533848,30
Llama-120M,768,768,64,32,64,64,32,64,0.07946726426482201,6.898200022988021e-05,25.450850373663553,30
Llama-120M,768,768,32,64,32,32,64,32,0.08030822563916444,6.97120014228858e-05,25.18433742386203,31
Llama-120M,2048,768,512,32,64,512,32,64,0.21304320573806762,6.935000186786055e-05,25.058204228561475,26
Llama-120M,768,768,256,256,32,256,256,32,0.08200396855361758,0.0002847360019222833,24.663555777620264,32
Llama-120M,768,2048,32,128,32,32,128,32,0.2795489291846752,0.00018199800077127294,24.280505362759218,32
Llama-120M,2048,768,512,64,32,512,64,32,0.22122086584568024,7.201200060080737e-05,24.131901565813273,27
Llama-120M,32000,768,32,64,32,32,64,32,5.443103997968137,0.00011339799995766952,24.130606922104437,31
Llama-120M,768,768,384,64,64,384,64,64,0.08489894337952138,0.00014739399892278016,23.822551517127813,33
Llama-120M,32000,768,128,32,32,128,32,32,5.642879996448755,5.8779999963007865e-05,23.27630626448979,32
Llama-120M,32000,768,128,64,32,128,64,32,5.721600009128451,0.00011920000019017606,22.956061731255414,33
Llama-120M,2048,768,128,32,64,128,32,64,0.24261427760124205,7.897600182332098e-05,22.00398184177026,28
Llama-120M,32000,768,64,128,32,64,128,32,6.013103986624628,0.00025054599944269285,21.843195012636592,34
Llama-120M,32000,768,320,64,64,320,64,64,6.253968004602939,0.0002605820001917891,21.001930760508156,35
Llama-120M,768,768,192,32,32,192,32,32,0.09733939491212369,4.224800126394257e-05,20.777912727259622,34
Llama-120M,768,2048,192,32,32,192,32,32,0.3336560636758804,5.430599994724616e-05,20.343071843033222,33
Llama-120M,768,2048,256,32,64,256,32,64,0.33790156960487366,0.00010999400052241981,20.087474829309595,34
Llama-120M,768,2048,32,32,32,32,32,32,0.34811903893947604,5.6659999827388675e-05,19.49789731380418,35
Llama-120M,768,2048,128,64,32,128,64,32,0.35472383558750153,0.00011546999856363982,19.13485532479188,36
Llama-120M,2048,768,32,32,32,32,32,32,0.28493413746356966,4.637599893612787e-05,18.735839118520822,29
Llama-120M,768,768,64,64,32,64,64,32,0.10864742349833251,9.431199956452474e-05,18.615346662495003,35
Llama-120M,2048,768,64,32,32,64,32,32,0.29676748216152193,4.8301999049726875e-05,17.988763863240106,30
Llama-120M,768,768,128,32,32,128,32,32,0.12108902670443057,5.2556001173797993e-05,16.702665034587838,36
Llama-120M,768,768,256,128,64,256,128,64,0.12617740795947613,0.0004381159998592921,16.029093362402296,37
Llama-120M,32000,768,160,32,32,160,32,32,8.586623976007104,8.9443999750074e-05,15.296512736334083,36
Llama-120M,768,2048,128,32,32,128,32,32,0.46986854016780855,7.647599937627092e-05,14.445719800261555,37
Llama-120M,32000,768,320,32,64,320,32,64,9.595007998868823,0.0001998959999764338,13.688931059420574,37
Llama-120M,768,768,64,32,32,64,32,32,0.1522621426731348,6.608599942410364e-05,13.283074944966065,38
Llama-120M,2048,768,128,32,32,128,32,32,0.4366540825366974,7.107000041287393e-05,12.225879414383536,31
Llama-120M,768,768,32,32,32,32,32,32,0.1657635842263699,7.194600009825081e-05,12.201168681574767,39
Llama-120M,768,2048,128,32,64,128,32,64,0.5709557703137398,0.00018585799814900385,11.888117481486049,38
Llama-120M,2048,768,512,32,32,512,32,32,0.4725841873884201,7.691799924941734e-05,11.296357985215883,32
Llama-120M,768,768,256,32,32,256,32,32,0.19240243189036846,8.350799995241686e-05,10.511870523345555,40
Llama-120M,2048,768,256,32,64,256,32,64,0.5255024662613869,0.00017106200073612853,10.158810855583233,33
Llama-120M,768,768,256,128,32,256,128,32,0.21259814411401745,0.000369094000197947,9.51329777988882,41
Llama-120M,32000,768,64,32,32,64,32,32,14.076672066003084,0.00014663200068753212,9.330714134367012,38
Llama-120M,768,2048,384,64,32,384,64,32,0.8225157102942466,0.00026774599944474176,8.252230552281988,39
Llama-120M,768,2048,64,32,64,64,32,64,0.8437186574935913,0.00027464800048619507,8.044849090318547,40
Llama-120M,768,2048,64,32,32,64,32,32,0.9688719373941421,0.00015769400022691115,7.005661958254114,41
Llama-120M,32000,768,32,32,32,32,32,32,19.063295982778072,0.00019857599982060493,6.8899629492068275,39
Llama-120M,768,2048,256,32,32,256,32,32,1.1280752617120744,0.00018360599962761627,6.016964917678109,42
Llama-120M,2048,768,64,64,32,64,64,32,1.037285374403,0.0003376579994801432,5.146587709254507,34
Llama-120M,32000,768,320,32,32,320,32,32,26.126400064677,0.00027215000067371876,5.027305816566891,40
Llama-120M,768,2048,384,32,32,384,32,32,1.485570039153099,0.0002417919985600747,4.569013304880331,43
Llama-120M,2048,768,64,32,64,64,32,64,1.181847555935383,0.0003847160012810491,4.517063247354905,35
Llama-120M,2048,768,256,32,32,256,32,32,1.3171875804662703,0.0002143859994248487,4.052938425825556,36
Llama-120M,768,2048,384,32,64,384,32,64,2.383988734781742,0.0007760379996034316,2.8471566057309907,44
Llama-120M,768,768,384,32,32,384,32,32,0.8990484461188315,0.00039021199918352065,2.2496111985282723,42
Llama-120M,768,768,384,32,64,384,32,64,0.9849853440374136,0.000855022000032477,2.0533396406876308,43
Llama-120M,768,768,384,64,32,384,64,32,1.755912961922586,0.0015242300016689114,1.1518278503929245,44
