model_name,M,K,ROW_BLOCK_SIZE,COL_BLOCK_SIZE,PARALLEL_SIZE,BM,BK,bm,avg_latency_s,tile_latency_s,tokens_per_second,rank
Llama-1B,5632,2048,64,256,64,64,256,64,0.8201712657511234,0.0002912540006218478,6.697164704204895,11
Llama-1B,2048,2048,64,256,32,64,256,32,0.293785600066185,0.00014345000003231689,6.613543270927922,12
Llama-1B,2048,5632,256,32,64,256,32,64,1.2118712282180786,5.379399983212352e-05,6.603350008122434,19
Llama-1B,5632,2048,512,64,64,512,64,64,0.8398438456654548,7.456000050297007e-05,6.540289698782289,12
Llama-1B,32000,2048,160,128,32,160,128,32,2.694144006818533,4.209600010653958e-05,6.450643715849896,12
Llama-1B,5632,2048,32,256,32,32,256,32,0.8555120594799519,0.00015190199919743464,6.420508035538915,13
Llama-1B,32000,2048,128,128,32,128,128,32,2.754559963941574,4.30399994365871e-05,6.309161294245561,13
Llama-1B,2048,2048,512,128,64,512,128,64,0.31388057708740236,0.00015326200053095818,6.190137014665315,13
Llama-1B,5632,2048,64,256,32,64,256,32,0.9138145215809346,0.00016225399886025116,6.010871924959873,14
Llama-1B,2048,5632,256,128,32,256,128,32,1.3621329817175867,0.0001209279990871437,5.874910887633398,20
Llama-1B,5632,2048,64,128,64,64,128,64,0.9566402724385261,0.0001698580029187724,5.741784253332746,15
Llama-1B,32000,2048,64,128,64,64,128,64,3.06816004216671,9.588000131770968e-05,5.664294843924029,14
Llama-1B,5632,2048,64,128,32,64,128,32,0.9874923411011696,8.766799903241917e-05,5.562394586540628,16
Llama-1B,5632,2048,64,64,64,64,64,64,1.0019328171014785,8.895000151824206e-05,5.482225912393834,17
Llama-1B,5632,2048,256,128,32,256,128,32,1.0304081997275352,9.147800068603828e-05,5.330724322500454,18
Llama-1B,2048,5632,64,64,64,64,64,64,1.5163822051882745,0.00013462199975037948,5.277304005096533,21
Llama-1B,2048,2048,64,128,64,64,128,64,0.3762421751022339,0.00018371199956163765,5.164130730121603,14
Llama-1B,2048,2048,64,128,32,64,128,32,0.37822463989257815,9.233999997377396e-05,5.137062934252702,15
Llama-1B,32000,2048,256,128,64,256,128,64,3.4008320048451424,0.0001062760001514107,5.1102092318641255,15
Llama-1B,2048,5632,32,64,32,32,64,32,1.5790776443481445,7.009400054812431e-05,5.0677747945704406,22
Llama-1B,5632,2048,128,128,64,128,128,64,1.0904453080892562,0.0001936159993056208,5.037228379675758,19
Llama-1B,2048,5632,256,64,64,256,64,64,1.603633154630661,0.0001423680002335459,4.990174879827961,23
Llama-1B,32000,2048,64,256,64,64,256,64,3.542400011792779,0.00022140000073704867,4.905985503986965,16
Llama-1B,2048,2048,512,128,32,512,128,32,0.4134010875225067,0.00010092799988342449,4.6999483965011555,16
Llama-1B,2048,2048,256,64,32,256,64,32,0.4339302396774292,5.2969999960623684e-05,4.47759478541431,17
Llama-1B,5632,2048,256,64,64,256,64,64,1.2325519323349,0.00010942399967461824,4.456462975954354,20
Llama-1B,2048,5632,512,64,64,512,64,64,1.8607452192902565,0.00016519400029210373,4.300647827406242,24
Llama-1B,5632,2048,512,64,32,512,64,32,1.2896379059553147,5.724600079702214e-05,4.259197118064394,21
Llama-1B,2048,2048,128,32,64,128,32,64,0.4827217960357666,5.892600049264729e-05,4.025017710758761,18
Llama-1B,2048,5632,512,32,64,512,32,64,1.9954401570558549,8.857600128976628e-05,4.010348221368984,25
Llama-1B,32000,2048,64,256,32,64,256,32,4.46208001114428,0.00013944000034825875,3.8948120750353534,17
Llama-1B,2048,2048,128,128,32,128,128,32,0.49959731340408325,0.00012197200034279376,3.8890597012513064,19
Llama-1B,2048,5632,128,32,64,128,32,64,2.1097922641038895,9.36520003597252e-05,3.792984750608196,26
Llama-1B,2048,2048,256,128,32,256,128,32,0.5215928304195404,0.0001273419996141456,3.725058446164658,20
Llama-1B,32000,2048,320,128,32,320,128,32,4.713343996554613,7.364599994616583e-05,3.687183265189725,18
Llama-1B,2048,2048,32,256,32,32,256,32,0.5469102066755295,0.0002670459993532859,3.5526193417084264,21
Llama-1B,32000,2048,32,256,32,32,256,32,4.980608029291034,0.00015564400091534482,3.4893256014070317,19
Llama-1B,2048,2048,64,64,64,64,64,64,0.5597102081775666,0.0001366480000433512,3.4713745613816624,22
Llama-1B,32000,2048,256,128,32,256,128,32,5.111296009272337,7.986400014488026e-05,3.400108910861682,20
Llama-1B,2048,5632,256,64,32,256,64,32,2.380804095864296,0.00010568199999397621,3.361221487563051,27
Llama-1B,32000,2048,128,32,64,128,32,64,5.192703902721405,4.056799924001098e-05,3.3468041761577467,21
Llama-1B,32000,2048,128,64,32,128,64,32,5.256959833204746,4.106999869691208e-05,3.305896118400446,22
Llama-1B,32000,2048,320,64,64,320,64,64,5.443968065083027,8.50620010169223e-05,3.192333771875934,23
Llama-1B,2048,2048,128,64,32,128,64,32,0.6112051153182984,7.460999942850322e-05,3.178906278298078,23
Llama-1B,2048,5632,32,32,32,32,32,32,2.5845923554897308,5.7363999367225915e-05,3.0961980784706338,28
Llama-1B,32000,2048,256,64,32,256,64,32,5.873663984239101,4.588799987686798e-05,2.9587942302814536,24
Llama-1B,32000,2048,64,128,32,64,128,32,5.941376052796841,9.283400082495063e-05,2.9250737460049616,25
Llama-1B,5632,2048,128,64,32,128,64,32,1.9336683106422425,8.583399816416205e-05,2.84062267668187,22
Llama-1B,32000,2048,320,32,64,320,32,64,6.136575825512409,4.79419986368157e-05,2.8320293925036717,26
Llama-1B,5632,2048,64,32,64,64,32,64,1.9826892906427382,8.801000047242268e-05,2.770389731923574,23
Llama-1B,2048,5632,64,64,32,64,64,32,3.002937366962433,0.00013329800101928414,2.6648607369363435,29
Llama-1B,32000,2048,160,64,32,160,64,32,6.548991911113262,5.116399930557236e-05,2.653685230193601,27
Llama-1B,2048,5632,512,64,32,512,64,32,3.114000354409218,0.00013822799868648872,2.569816626181918,30
Llama-1B,5632,2048,64,64,32,64,64,32,2.169311208128929,9.629399894038215e-05,2.532058116792351,24
Llama-1B,2048,5632,128,64,32,128,64,32,3.3807769095897675,0.00015006999776232989,2.367032814853266,31
