model_name,arch,M,K,ROW_BLOCK_SIZE,COL_BLOCK_SIZE,PARALLEL_SIZE,BM,BK,bm,avg_latency_s,tile_latency_s,tokens_per_second,rank
Llama-500M,tl1,1280,3456,32,32,32,32,32,32,0.09528883246821351,5.51440002709569e-06,1343.2843774499838,30
Llama-500M,tl1,3456,1280,192,256,64,192,256,64,0.013375800014728156,1.2385000013637182e-05,9569.521064837887,1
Llama-500M,tl1,3456,1280,64,256,64,64,256,64,0.013412735992460512,1.2419199993018993e-05,9543.168528177293,2
Llama-500M,tl1,3456,1280,384,256,64,384,256,64,0.013427855979898595,1.2433199981387588e-05,9532.422762920238,3
Llama-500M,tl1,3456,1280,128,256,64,128,256,64,0.013916448018790106,1.2885600017398247e-05,9197.749298324781,4
Llama-500M,tl1,3456,1280,384,128,64,384,128,64,0.017845056021542408,8.261600009973336e-06,7172.855038699762,5
Llama-500M,tl1,3456,1280,64,256,32,64,256,32,0.017891711970150936,8.283199986180988e-06,7154.150492336602,6
Llama-500M,tl1,3456,1280,384,256,32,384,256,32,0.017952624111785553,8.311400051752571e-06,7129.876902840652,7
Llama-500M,tl1,3456,1280,64,128,64,64,128,64,0.018074015957608935,8.367599980374507e-06,7081.989984971414,8
Llama-500M,tl1,3456,1280,192,128,64,192,128,64,0.01838937601132784,8.51360000524437e-06,6960.540690513485,9
Llama-500M,tl1,3456,1280,192,256,32,192,256,32,0.018393263921097972,8.515399963471282e-06,6959.069393506486,10
Llama-500M,tl1,3456,1280,128,128,64,128,128,64,0.018450720050168457,8.542000023226137e-06,6937.398630078469,11
Llama-500M,tl1,3456,1280,32,256,32,32,256,32,0.01861012803419726,8.615800015832065e-06,6877.975249003774,12
Llama-500M,tl1,3456,1280,128,256,32,128,256,32,0.023981616002856754,1.1102600001322572e-05,5337.421797795124,13
Llama-500M,tl1,3456,1280,384,64,64,384,64,64,0.02935267197608482,6.794599994464079e-06,4360.761436106682,14
Llama-500M,tl1,3456,1280,128,64,64,128,64,64,0.029439935937261907,6.8147999854772935e-06,4347.8355480383825,15
Llama-500M,tl1,3456,1280,192,64,64,192,64,64,0.0294744960629032,6.822800014560926e-06,4342.737522189622,16
Llama-500M,tl1,3456,1280,64,64,64,64,64,64,0.029630880078912014,6.85900001826667e-06,4319.817692188503,17
Llama-500M,tl1,3456,1280,384,128,32,384,128,32,0.029759615994407795,6.888799998705508e-06,4301.130768086954,18
Llama-500M,tl1,3456,1280,128,128,32,128,128,32,0.029810592142894166,6.900600033077353e-06,4293.775829290626,19
Llama-500M,tl1,3456,1280,192,128,32,192,128,32,0.029838239948730916,6.906999988132156e-06,4289.797260828185,20
Llama-500M,tl1,3456,1280,32,128,32,32,128,32,0.029907359905337216,6.922999978087318e-06,4279.882958748135,21
Llama-500M,tl1,3456,1280,64,128,32,64,128,32,0.030564000033336924,7.075000007716881e-06,4187.93351198754,22
Llama-500M,tl1,3456,1280,192,64,32,192,64,32,0.05032800014305394,5.825000016557169e-06,2543.3158408076747,23
Llama-500M,tl1,3456,1280,64,64,32,64,64,32,0.05034527996031102,5.826999995406368e-06,2542.4429082707848,24
Llama-500M,tl1,3456,1280,128,64,32,128,64,32,0.050708159658825025,5.868999960512156e-06,2524.2485797396403,25
Llama-500M,tl1,3456,1280,384,64,32,384,64,32,0.05070988783700159,5.869199981134443e-06,2524.1625540848067,26
Llama-500M,tl1,3456,1280,384,32,64,384,32,64,0.0507945601202664,5.879000013919722e-06,2519.9548868409156,27
Llama-500M,tl1,3456,1280,32,64,32,32,64,32,0.050950079850736074,5.8969999827240825e-06,2512.2629910490864,28
Llama-500M,tl1,3456,1280,192,32,64,192,32,64,0.05098118411115138,5.900600012864743e-06,2510.7302278607117,29
Llama-500M,tl1,3456,1280,128,32,64,128,32,64,0.05147020785079803,5.957199982731254e-06,2486.875521681333,30
Llama-500M,tl1,3456,1280,64,32,64,64,32,64,0.05159116814320441,5.9712000165745845e-06,2481.0448107068137,31
Llama-500M,tl1,3456,1280,192,32,32,192,32,32,0.09393407947209198,5.435999969449767e-06,1362.6577352900879,32
Llama-500M,tl1,3456,1280,64,32,32,64,32,32,0.0939340802578954,5.436000014924502e-06,1362.6577238908055,33
Llama-500M,tl1,3456,1280,128,32,32,128,32,32,0.09403775916143786,5.441999951472098e-06,1361.155360797762,34
Llama-500M,tl1,3456,1280,384,32,32,384,32,32,0.09417945562745444,5.450199978440651e-06,1359.1074523336538,35
Llama-500M,tl1,3456,1280,32,32,32,32,32,32,0.09570355161849875,5.538399977922381e-06,1337.4634257069577,36
Llama-500M,tl1,32000,1280,256,256,64,256,256,64,0.12355000012576056,1.2355000012576057e-05,1036.017805501496,1
Llama-500M,tl1,32000,1280,320,256,64,320,256,64,0.12467200031096581,1.2467200031096582e-05,1026.6940426136844,2
Llama-500M,tl1,32000,1280,64,256,64,64,256,64,0.12839800024266879,1.283980002426688e-05,996.9002613598609,3
Llama-500M,tl1,32000,1280,128,256,64,128,256,64,0.12903799984087527,1.2903799984087527e-05,991.9558591875626,4
Llama-500M,tl1,32000,1280,320,256,32,320,256,32,0.16638799979773466,8.319399989886734e-06,769.2862475394857,5
Llama-500M,tl1,32000,1280,256,256,32,256,256,32,0.16638800025248202,8.319400012624101e-06,769.286245436985,6
Llama-500M,tl1,32000,1280,256,128,64,256,128,64,0.16846799962877412,8.423399981438706e-06,759.7882107109542,7
Llama-500M,tl1,32000,1280,64,128,64,64,128,64,0.1702000004115689,8.510000020578445e-06,752.0564024117331,8
Llama-500M,tl1,32000,1280,128,128,64,128,128,64,0.17059999981938745,8.529999990969373e-06,750.2930840299668,9
Llama-500M,tl1,32000,1280,320,128,64,320,128,64,0.1706359998934204,8.53179999467102e-06,750.134790313586,10
Llama-500M,tl1,32000,1280,64,256,32,64,256,32,0.171160000263626,8.5580000131813e-06,747.8382788201121,11
Llama-500M,tl1,32000,1280,32,256,32,32,256,32,0.17179599990413408,8.589799995206704e-06,745.0697342861696,12
Llama-500M,tl1,32000,1280,128,256,32,128,256,32,0.17195600003105938,8.597800001552968e-06,744.3764682644405,13
Llama-500M,tl1,32000,1280,160,256,32,160,256,32,0.17203200013682363,8.601600006841181e-06,744.0476184558495,14
Llama-500M,tl1,32000,1280,64,64,64,64,64,64,0.27290400066704024,6.822600016676006e-06,469.02940113423955,15
Llama-500M,tl1,32000,1280,320,64,64,320,64,64,0.2737120003075688,6.84280000768922e-06,467.6448232308669,16
Llama-500M,tl1,32000,1280,256,64,64,256,64,64,0.27426399992691586,6.856599998172896e-06,466.7036141604754,17
Llama-500M,tl1,32000,1280,128,64,64,128,64,64,0.2756160010903841,6.890400027259602e-06,464.41425568040347,18
Llama-500M,tl1,32000,1280,64,128,32,64,128,32,0.27739200140786124,6.9348000351965314e-06,461.44084670918886,19
Llama-500M,tl1,32000,1280,320,128,32,320,128,32,0.2782480005407706,6.956200013519265e-06,460.0212750899702,20
Llama-500M,tl1,32000,1280,160,128,32,160,128,32,0.27843999941978836,6.960999985494709e-06,459.704066465758,21
Llama-500M,tl1,32000,1280,32,128,32,32,128,32,0.27876799958903575,6.969199989725894e-06,459.1631757902616,22
Llama-500M,tl1,32000,1280,128,128,32,128,128,32,0.37372000042523723,9.343000010630931e-06,342.5024078303415,23
Llama-500M,tl1,32000,1280,256,64,32,256,64,32,0.4636959965864662,5.796199957330828e-06,276.0429267068982,24
Llama-500M,tl1,32000,1280,128,64,32,128,64,32,0.4708159976871684,5.885199971089605e-06,271.86841702233113,25
Llama-500M,tl1,32000,1280,160,64,32,160,64,32,0.4711199981102254,5.888999976377818e-06,271.6929880146003,26
Llama-500M,tl1,32000,1280,320,64,32,320,64,32,0.47158400047919713,5.8948000059899645e-06,271.42566302065717,27
Llama-500M,tl1,32000,1280,32,64,32,32,64,32,0.47158400229818653,5.8948000287273315e-06,271.4256619737167,28
Llama-500M,tl1,32000,1280,64,64,32,64,64,32,0.4719039989140583,5.898799986425729e-06,271.2416090869172,29
Llama-500M,tl1,32000,1280,320,32,64,320,32,64,0.4733599998871796,5.916999998589745e-06,270.4073010615757,30
Llama-500M,tl1,32000,1280,64,32,64,64,32,64,0.47400000039488077,5.92500000493601e-06,270.0421938678598,31
Llama-500M,tl1,32000,1280,128,32,64,128,32,64,0.4741600023407955,5.9270000292599436e-06,269.95107003564146,32
Llama-500M,tl1,32000,1280,256,32,64,256,32,64,0.47513600111415144,5.939200013926893e-06,269.3965510924271,33
Llama-500M,tl1,32000,1280,256,128,32,256,128,32,0.5594320018644794,1.3985800046611985e-05,228.8034999310025,34
Llama-500M,tl1,32000,1280,128,32,32,128,32,32,0.8665920031489804,5.416200019681128e-06,147.70503251227768,35
Llama-500M,tl1,32000,1280,320,32,32,320,32,32,0.8669119997648522,5.418199998530327e-06,147.65051127994502,36
Llama-500M,tl1,32000,1280,160,32,32,160,32,32,0.8697919984115288,5.4361999900720544e-06,147.16162051819515,37
Llama-500M,tl1,32000,1280,256,32,32,256,32,32,0.8723520004423335,5.452200002764584e-06,146.72976038926546,38
Llama-500M,tl1,32000,1280,32,32,32,32,32,32,0.8861120040819515,5.538200025512197e-06,144.45126508878894,39
Llama-500M,tl1,32000,1280,64,32,32,64,32,32,2.565759998105932,1.6035999988162074e-05,49.88775259357492,40
