model_name,M,K,ROW_BLOCK_SIZE,COL_BLOCK_SIZE,PARALLEL_SIZE,BM,BK,bm,avg_latency_s,tile_latency_s,tokens_per_second,rank
Llama-500M,1280,1280,320,192,32,320,192,32,0.04048127988353371,3.614399989601224e-05,84.96290469798132,1
Llama-500M,3456,1280,64,192,32,64,192,32,0.07832159703131765,2.5899999018292872e-05,84.96290469798132,1
Llama-500M,1280,3456,256,192,32,256,192,32,0.12059712214395403,4.1874000744428485e-05,84.96290469798132,1
Llama-500M,32000,1280,256,192,32,256,192,32,0.960344027262181,3.4298000973649325e-05,84.96290469798132,1
Llama-500M,1280,3456,32,192,32,32,192,32,0.12988223740831017,4.50979991001077e-05,78.88901515729508,2
Llama-500M,3456,1280,384,192,32,384,192,32,0.0923227180307731,3.052999934880063e-05,72.07792974798983,2
Llama-500M,32000,1280,64,192,32,64,192,32,1.1507439613342285,4.109799861907959e-05,70.90510209668939,2
Llama-500M,3456,1280,32,192,32,32,192,32,0.10417074959725142,3.444799920544028e-05,63.88002783980271,3
Llama-500M,1280,3456,160,192,32,160,192,32,0.17744256332516672,6.161200115457178e-05,57.74421651467625,3
Llama-500M,32000,1280,128,96,32,128,96,32,1.4456959418021142,2.581599896075204e-05,56.438989490309254,3
Llama-500M,32000,1280,128,192,32,128,192,32,1.540111992508173,5.500399973243475e-05,52.97901611211515,4
Llama-500M,3456,1280,192,192,32,192,192,32,0.12631248249672355,4.177000082563609e-05,52.6822864441616,4
Llama-500M,1280,1280,320,96,32,320,96,32,0.06563199972733855,2.9299999878276138e-05,52.40442374277257,2
Llama-500M,32000,1280,160,192,32,160,192,32,1.7368960322346538,6.203200115123764e-05,46.97668516207941,5
Llama-500M,3456,1280,128,96,32,128,96,32,0.14673657911829652,2.4262000515591353e-05,45.349499247906344,5
Llama-500M,1280,1280,256,192,32,256,192,32,0.0784694419708103,7.006200175965204e-05,43.83116584512481,3
Llama-500M,1280,1280,128,192,32,128,192,32,0.0909619193058461,8.121599938021973e-05,37.81150563932673,4
Llama-500M,1280,3456,320,192,32,320,192,32,0.2986617567948997,0.00010370199888711795,34.30731107164825,4
Llama-500M,32000,1280,320,96,32,320,96,32,2.4866239144466817,4.4403998472262174e-05,32.813011083627536,6
Llama-500M,3456,1280,32,96,32,32,96,32,0.210422009434551,3.4791998914442956e-05,31.624212705920915,6
Llama-500M,32000,1280,160,96,32,160,96,32,2.585520048160106,4.617000086000189e-05,31.557913512840667,7
Llama-500M,1280,3456,128,192,32,128,192,32,0.33459263965487485,0.00011617799988016487,30.623153593983417,5
Llama-500M,3456,1280,64,96,32,64,96,32,0.21782476323656738,3.60159992123954e-05,30.549466853493286,7
Llama-500M,1280,3456,32,96,32,32,96,32,0.3435609608888626,5.9646000154316424e-05,29.823766265696626,6
Llama-500M,32000,1280,320,192,32,320,192,32,2.740975976921618,9.789199917577207e-05,29.768089451549958,8
Llama-500M,1280,1280,32,192,32,32,192,32,0.11747455974109469,0.00010488799976883456,29.277889037228007,5
Llama-500M,1280,3456,256,96,32,256,96,32,0.3579724749550224,6.214799912413583e-05,28.623099574499346,7
Llama-500M,3456,1280,192,96,32,192,96,32,0.24133939378894864,3.9904000295791775e-05,27.572914143410998,8
Llama-500M,1280,3456,320,96,32,320,96,32,0.38634624481201174,6.70740008354187e-05,26.52098197706881,8
Llama-500M,3456,1280,384,96,32,384,96,32,0.2511371456645429,4.152399895247072e-05,26.49719684739194,9
Llama-500M,32000,1280,256,96,32,256,96,32,3.186288042925298,5.689800076652318e-05,25.60773444407179,9
Llama-500M,32000,1280,32,192,32,32,192,32,3.199279987020418,0.0001142599995364435,25.503744091351866,10
Llama-500M,1280,1280,160,96,32,160,96,32,0.13493760265409946,6.024000118486583e-05,25.488870834719048,6
Llama-500M,1280,3456,64,192,32,64,192,32,0.4114310413599014,0.00014285800047218798,24.904007635643108,9
Llama-500M,1280,1280,64,192,32,64,192,32,0.14035391923971474,0.00012531599932117388,24.50524462322078,7
Llama-500M,1280,3456,128,96,32,128,96,32,0.4590028781443834,7.968799967784434e-05,22.32291404574705,10
Llama-500M,32000,1280,64,96,32,64,96,32,4.229120013769716,7.552000024588779e-05,19.29328508055794,11
Llama-500M,3456,1280,128,192,32,128,192,32,0.3635694716032595,0.00012022799986880273,18.30305045971269,10
Llama-500M,1280,3456,64,96,32,64,96,32,0.5714956764131784,9.921799937728792e-05,17.928887686211905,11
Llama-500M,1280,1280,160,192,32,160,192,32,0.19648832161910834,0.00017543600144563244,17.504384466493928,8
Llama-500M,1280,3456,160,96,32,160,96,32,0.6661439979448914,0.00011564999964321032,15.381481822516141,12
Llama-500M,1280,1280,64,96,32,64,96,32,0.2363289628177881,0.00010550400125794112,14.553472768586554,9
Llama-500M,32000,1280,32,96,32,32,96,32,6.281744029838592,0.000112174000532832,12.989007141643878,12
Llama-500M,1280,1280,32,96,32,32,96,32,0.2982291208580136,0.0001331380003830418,11.532767540948756,10
Llama-500M,1280,1280,256,96,32,256,96,32,0.3278195206075907,0.00014634800027124584,10.491770344921136,11
Llama-500M,1280,1280,128,96,32,128,96,32,0.3360806396231055,0.00015003599983174354,10.233874610135453,12
