model_name,arch,M,K,ROW_BLOCK_SIZE,COL_BLOCK_SIZE,PARALLEL_SIZE,BM,BK,bm,avg_latency_s,tile_latency_s,tokens_per_second,rank
Llama-80M,tl1,512,512,128,32,32,128,32,32,0.005624217609874904,5.492400009643461e-06,22758.721101982224,35
Llama-80M,tl1,512,512,32,32,32,32,32,32,0.006259916792623698,6.1131999927965804e-06,20447.556132188107,36
Llama-80M,tl1,512,1408,256,128,64,256,128,64,0.003020723204826936,8.581600013712887e-06,42373.958592254865,1
Llama-80M,tl1,512,1408,64,128,64,64,128,64,0.0030258623904956036,8.596199972998874e-06,42301.98980695714,2
Llama-80M,tl1,512,1408,512,128,64,512,128,64,0.0030279744081781242,8.602200023233308e-06,42272.48409177118,3
Llama-80M,tl1,512,1408,128,128,64,128,128,64,0.0030384640012925956,8.632000003672147e-06,42126.548132723445,4
Llama-80M,tl1,512,1408,512,64,64,512,64,64,0.004762278427369893,6.764600038877689e-06,26877.890898683076,5
Llama-80M,tl1,512,1408,64,64,64,64,64,64,0.004784806397219654,6.796599996050645e-06,26751.34360177624,6
Llama-80M,tl1,512,1408,256,64,64,256,64,64,0.004791846370790154,6.806599958508741e-06,26712.041684026983,7
Llama-80M,tl1,512,1408,128,64,64,128,64,64,0.004791846402804367,6.806600003983476e-06,26712.04150556446,8
Llama-80M,tl1,512,1408,128,128,32,128,128,32,0.004848307181964629,6.886799974381575e-06,26400.967429652817,9
Llama-80M,tl1,512,1408,64,128,32,64,128,32,0.004865343993878923,6.9109999913052885e-06,26308.520047305283,10
Llama-80M,tl1,512,1408,256,128,32,256,128,32,0.004870975998346694,6.918999997651554e-06,26278.101153330615,11
Llama-80M,tl1,512,1408,512,128,32,512,128,32,0.004871961603930686,6.920400005583361e-06,26272.785051657618,12
Llama-80M,tl1,512,1408,32,128,32,32,128,32,0.004900543989788275,6.960999985494709e-06,26119.549231008976,13
Llama-80M,tl1,512,1408,32,64,32,32,64,32,0.00820441602554638,5.827000018143736e-06,15601.354148965858,14
Llama-80M,tl1,512,1408,256,64,32,256,64,32,0.00826073603820987,5.867000027137692e-06,15494.987299913535,15
Llama-80M,tl1,512,1408,64,64,32,64,64,32,0.008274534388328902,5.876799991710868e-06,15469.148352388498,16
Llama-80M,tl1,512,1408,256,32,64,256,32,64,0.008280166392796672,5.880799994884e-06,15458.626545398116,17
Llama-80M,tl1,512,1408,64,32,64,64,32,64,0.008294246435980313,5.890800025554199e-06,15432.384483385735,18
Llama-80M,tl1,512,1408,128,64,32,128,64,32,0.008305228815879672,5.8986000112781765e-06,15411.977543022396,19
Llama-80M,tl1,512,1408,512,64,32,512,64,32,0.008313958387589082,5.904799991185428e-06,15395.795123424716,20
Llama-80M,tl1,512,1408,512,32,64,512,32,64,0.008452224030042999,6.003000021337357e-06,15143.943126096816,21
Llama-80M,tl1,512,1408,128,32,64,128,32,64,0.008584857604000717,6.0972000028414184e-06,14909.973572578469,22
Llama-80M,tl1,512,1408,128,32,32,128,32,32,0.01520133127924055,5.3982000281393995e-06,8420.31514534527,23
Llama-80M,tl1,512,1408,512,32,32,512,32,32,0.015229491237550973,5.408200013334863e-06,8404.7456348636,24
Llama-80M,tl1,512,1408,32,32,32,32,32,32,0.015466598427155986,5.492400009643461e-06,8275.89858253899,25
Llama-80M,tl1,512,1408,64,32,32,64,32,32,0.015493631933350117,5.5019999763317175e-06,8261.458678676843,26
Llama-80M,tl1,512,1408,256,32,32,256,32,32,0.015611904027173294,5.5440000096496075e-06,8198.871820964929,27
Llama-80M,tl1,1408,512,64,256,64,64,256,64,0.0021110144050908277,1.1994400028925157e-05,60634.35649293578,1
Llama-80M,tl1,1408,512,128,256,64,128,256,64,0.0021353375959733967,1.2132599977121572e-05,59943.68302294187,2
Llama-80M,tl1,1408,512,64,128,64,64,128,64,0.003022342403710354,8.586200010540779e-06,42351.25703919643,3
Llama-80M,tl1,1408,512,64,256,32,64,256,32,0.003027904008922633,8.60200002534839e-06,42273.466933829266,4
Llama-80M,tl1,1408,512,128,256,32,128,256,32,0.00303290240408387,8.616200011601904e-06,42203.797862946456,5
Llama-80M,tl1,1408,512,32,256,32,32,256,32,0.0030469824072497428,8.65620002059586e-06,42008.77553327751,6
Llama-80M,tl1,1408,512,128,128,64,128,128,64,0.0039370495986077005,1.1184799996044604e-05,32511.65543996854,7
Llama-80M,tl1,1408,512,128,64,64,128,64,64,0.004760729627741966,6.762400039406202e-06,26886.6350347039,8
Llama-80M,tl1,1408,512,64,64,64,64,64,64,0.004786073583818507,6.798399977014924e-06,26744.260772078826,9
Llama-80M,tl1,1408,512,32,128,32,32,128,32,0.004836620793503244,6.870199990771653e-06,26464.75824028526,10
Llama-80M,tl1,1408,512,128,128,32,128,128,32,0.004841408022912219,6.877000032545766e-06,26438.58964049988,11
Llama-80M,tl1,1408,512,64,128,32,64,128,32,0.00485253121732967,6.8928000246160085e-06,26377.985893811092,12
Llama-80M,tl1,1408,512,64,32,64,64,32,64,0.00830579204193782,5.899000029785384e-06,15410.932437713234,13
Llama-80M,tl1,1408,512,128,64,32,128,64,32,0.008328038398758508,5.914799999118259e-06,15369.765828539099,14
Llama-80M,tl1,1408,512,32,64,32,32,64,32,0.00834493431611918,5.9267999404255535e-06,15338.646794709168,15
Llama-80M,tl1,1408,512,128,32,64,128,32,64,0.008458137535490096,6.007199954183307e-06,15133.355240786257,16
Llama-80M,tl1,1408,512,64,32,32,64,32,32,0.015342131262877957,5.44820002232882e-06,8343.039034590367,17
Llama-80M,tl1,1408,512,128,32,32,128,32,32,0.015426047879736872,5.477999957292923e-06,8297.653488301201,18
Llama-80M,tl1,1408,512,32,32,32,32,32,32,0.01573580806143582,5.588000021816697e-06,8134.313757530708,19
Llama-80M,tl1,1408,512,64,64,32,64,64,32,0.020558489530230872,1.4601199950448063e-05,6226.138345999516,20
Llama-80M,tl1,32000,512,256,256,64,256,256,64,0.048409599912702106,1.2102399978175526e-05,2644.1036536311944,1
Llama-80M,tl1,32000,512,320,256,64,320,256,64,0.048457599950779695,1.2114399987694924e-05,2641.4845169800956,2
Llama-80M,tl1,32000,512,128,256,64,128,256,64,0.048505600170756225,1.2126400042689056e-05,2638.8705541091426,3
Llama-80M,tl1,32000,512,64,256,64,64,256,64,0.0486183999782952,1.21545999945738e-05,2632.748096546642,4
Llama-80M,tl1,32000,512,320,128,64,320,128,64,0.06851200014352798,8.564000017940998e-06,1868.2858438207716,5
Llama-80M,tl1,32000,512,256,128,64,256,128,64,0.06857440021121874,8.571800026402344e-06,1866.5857755334657,6
Llama-80M,tl1,32000,512,256,256,32,256,256,32,0.06862239988549845,8.577799985687306e-06,1865.2801448736486,7
Llama-80M,tl1,32000,512,64,128,64,64,128,64,0.068801599991275,8.600199998909375e-06,1860.4218508905633,8
Llama-80M,tl1,32000,512,160,256,32,160,256,32,0.06888000043545618,8.610000054432022e-06,1858.3042855805736,9
Llama-80M,tl1,32000,512,320,256,32,320,256,32,0.06891039993206505,8.613799991508131e-06,1857.4845034448808,10
Llama-80M,tl1,32000,512,128,256,32,128,256,32,0.06902560016897041,8.628200021121302e-06,1854.3844557188042,11
Llama-80M,tl1,32000,512,32,256,32,32,256,32,0.06910399970365688,8.63799996295711e-06,1852.2806284572619,12
Llama-80M,tl1,32000,512,128,128,64,128,128,64,0.06918240014783805,8.647800018479757e-06,1850.1815451107907,13
Llama-80M,tl1,32000,512,64,256,32,64,256,32,0.09992799987230683,1.2490999984038353e-05,1280.9222656669306,14
Llama-80M,tl1,32000,512,128,64,64,128,64,64,0.10842240008059889,6.77640000503743e-06,1180.5678522597502,15
Llama-80M,tl1,32000,512,64,64,64,64,64,64,0.1085888005036395,6.786800031477469e-06,1178.7587615511961,16
Llama-80M,tl1,32000,512,320,64,64,320,64,64,0.10881279995373916,6.800799997108697e-06,1176.332196712318,17
Llama-80M,tl1,32000,512,256,64,64,256,64,64,0.10903040019911714,6.814400012444821e-06,1173.984501260562,18
Llama-80M,tl1,32000,512,128,128,32,128,128,32,0.11025599997083191,6.890999998176994e-06,1160.934552621737,19
Llama-80M,tl1,32000,512,160,128,32,160,128,32,0.11037759941245895,6.898599963278684e-06,1159.6555884649174,20
Llama-80M,tl1,32000,512,64,128,32,64,128,32,0.11037759977625683,6.898599986016052e-06,1159.6555846427627,21
Llama-80M,tl1,32000,512,256,128,32,256,128,32,0.1104160000977572,6.901000006109825e-06,1159.2522812515824,22
Llama-80M,tl1,32000,512,320,128,32,320,128,32,0.1105760002246825,6.911000014042656e-06,1157.5748782729813,23
Llama-80M,tl1,32000,512,32,128,32,32,128,32,0.11130559978482779,6.956599986551737e-06,1149.9870648686613,24
Llama-80M,tl1,32000,512,128,64,32,128,64,32,0.18749439914245158,5.859199973201612e-06,682.6870593758384,25
Llama-80M,tl1,32000,512,256,64,32,256,64,32,0.18787199951475486,5.8709999848360894e-06,681.314939589746,26
Llama-80M,tl1,32000,512,64,64,32,64,64,32,0.18806399966706522,5.876999989595788e-06,680.6193648258138,27
Llama-80M,tl1,32000,512,320,64,32,320,64,32,0.18888960039475933,5.902800012336229e-06,677.6445062750597,28
Llama-80M,tl1,32000,512,32,64,32,32,64,32,0.18947200005641207,5.921000001762877e-06,675.5615603460678,29
Llama-80M,tl1,32000,512,256,32,64,256,32,64,0.19011200056411326,5.941000017628539e-06,673.287323368276,30
Llama-80M,tl1,32000,512,128,32,64,128,32,64,0.19056639939663,5.955199981144688e-06,671.6818935828808,31
Llama-80M,tl1,32000,512,64,32,64,64,32,64,0.19440640026004985,6.075200008126558e-06,658.4145369122591,32
Llama-80M,tl1,32000,512,320,32,64,320,32,64,0.27724800020223483,8.664000006319839e-06,461.6805167454125,33
Llama-80M,tl1,32000,512,160,64,32,160,64,32,0.29232000015326776,9.135000004789617e-06,437.8762997156804,34
Llama-80M,tl1,32000,512,160,32,32,160,32,32,0.3477888021734543,5.434200033960224e-06,368.0394515294428,35
Llama-80M,tl1,32000,512,128,32,32,128,32,32,0.34905599750345573,5.453999960991496e-06,366.7033396231296,36
Llama-80M,tl1,32000,512,320,32,32,320,32,32,0.34931200061691925,5.458000009639363e-06,366.4345907782711,37
Llama-80M,tl1,32000,512,256,32,32,256,32,32,0.35086080024484545,5.4822000038257105e-06,364.81704399772275,38
Llama-80M,tl1,32000,512,64,32,32,64,32,32,0.35367680102353916,5.526200015992799e-06,361.91234378270934,39
Llama-80M,tl1,32000,512,32,32,32,32,32,32,0.3601024014642462,5.6266000228788474e-06,355.4544470670764,40
