model_name,arch,M,K,ROW_BLOCK_SIZE,COL_BLOCK_SIZE,PARALLEL_SIZE,BM,BK,bm,avg_latency_s,tile_latency_s,tokens_per_second,rank
Llama-1B,tl1,2048,5632,256,64,64,256,64,64,0.07747829754371197,6.878399995002838e-06,1652.0755367370396,12
Llama-1B,tl1,2048,5632,128,128,32,128,128,32,0.07768555525690317,6.896800005051773e-06,1647.6679554739474,13
Llama-1B,tl1,2048,5632,256,128,32,256,128,32,0.07779594257008285,6.906600015099685e-06,1645.3300232809775,14
Llama-1B,tl1,2048,5632,64,128,32,64,128,32,0.07807078408077359,6.931000007170951e-06,1639.5377798123386,15
Llama-1B,tl1,2048,5632,32,128,32,32,128,32,0.0780707843368873,6.9310000299083185e-06,1639.5377744337823,16
Llama-1B,tl1,2048,5632,512,128,32,512,128,32,0.07822622742969543,6.944800020391995e-06,1636.2798540302606,17
Llama-1B,tl1,2048,5632,64,64,64,64,64,64,0.07840870460495353,6.961000053706812e-06,1632.4718109411733,18
Llama-1B,tl1,2048,5632,512,64,64,512,64,64,0.07867678701877594,6.984799983911216e-06,1626.9093445497876,19
Llama-1B,tl1,2048,5632,128,64,64,128,64,64,0.07888404473196715,7.003199993960152e-06,1622.6348488457893,20
Llama-1B,tl1,2048,5632,256,128,64,256,128,64,0.08005550076486542,1.4214399993761617e-05,1598.8907542525342,21
Llama-1B,tl1,2048,5632,128,64,32,128,64,32,0.13366312929429114,5.933199986429827e-06,957.6313279197406,22
Llama-1B,tl1,2048,5632,64,32,64,64,32,64,0.133879398368299,5.942799998592818e-06,956.0843681704863,23
Llama-1B,tl1,2048,5632,512,32,64,512,32,64,0.1341091835871339,5.952999981673202e-06,954.4461950798126,24
Llama-1B,tl1,2048,5632,256,64,32,256,64,32,0.1341497350949794,5.954800030849583e-06,954.1576799191938,25
Llama-1B,tl1,2048,5632,256,32,64,256,32,64,0.13428940824232996,5.961000010756834e-06,953.1652695126893,26
Llama-1B,tl1,2048,5632,512,64,32,512,64,32,0.13442908190190792,5.967200013401452e-06,952.1749177265142,27
Llama-1B,tl1,2048,5632,64,64,32,64,64,32,0.1348300796467811,5.984999984320894e-06,949.3430570932385,28
Llama-1B,tl1,2048,5632,512,256,64,512,256,64,0.14413639682461507,5.118480000874115e-05,888.0477299273007,29
Llama-1B,tl1,2048,5632,32,64,32,32,64,32,0.18935685148462655,8.405400012634346e-06,675.9723717226678,30
Llama-1B,tl1,2048,5632,128,32,64,128,32,64,0.1897218048106879,8.421600000474427e-06,674.6720553693002,31
Llama-1B,tl1,2048,5632,128,32,32,128,32,32,0.24186060931533576,5.368000029193354e-06,529.2304536995304,32
Llama-1B,tl1,2048,5632,512,32,32,512,32,32,0.24430264327675105,5.422200001703459e-06,523.9402991436281,33
Llama-1B,tl1,2048,5632,256,32,32,256,32,32,0.2444648462347686,5.425800031844119e-06,523.5926636137978,34
Llama-1B,tl1,2048,5632,64,32,32,64,32,32,0.2462851068004966,5.466199991133181e-06,519.722859668029,35
Llama-1B,tl1,2048,5632,32,32,32,32,32,32,0.24782602312043311,5.500400015989726e-06,516.4913611101985,36
Llama-1B,tl1,5632,2048,512,256,64,512,256,64,0.03340395524865016,1.1862200017276336e-05,3831.881555558377,1
Llama-1B,tl1,5632,2048,256,256,64,256,256,64,0.033567283186130226,1.1920199995074654e-05,3813.2368142587343,2
Llama-1B,tl1,5632,2048,64,256,64,64,256,64,0.034413209604099396,1.2220600001455751e-05,3719.5019433686384,3
Llama-1B,tl1,5632,2048,128,256,64,128,256,64,0.03456639998476021,1.2274999994588142e-05,3703.0179612697075,4
Llama-1B,tl1,5632,2048,128,256,32,128,256,32,0.04664084470132365,8.281399982479342e-06,2744.3756822947807,5
Llama-1B,tl1,5632,2048,64,256,32,64,256,32,0.04693370880559086,8.333400000992696e-06,2727.250908940576,6
Llama-1B,tl1,5632,2048,256,256,32,256,256,32,0.04855572468368337,8.621399979347189e-06,2636.146424213766,7
Llama-1B,tl1,5632,2048,128,128,64,128,128,64,0.04876072936458513,8.657799958200485e-06,2625.0632766983645,8
Llama-1B,tl1,5632,2048,512,256,32,512,256,32,0.04900065271649509,8.700399985173134e-06,2612.2101013750653,9
Llama-1B,tl1,5632,2048,512,128,64,512,128,64,0.04900966407731175,8.702000013727228e-06,2611.729796761769,10
Llama-1B,tl1,5632,2048,64,128,64,64,128,64,0.04902092783013359,8.703999969839061e-06,2611.129688192423,11
Llama-1B,tl1,5632,2048,256,128,64,256,128,64,0.049033318227156994,8.706199969310546e-06,2610.4698728936414,12
Llama-1B,tl1,5632,2048,32,256,32,32,256,32,0.06352107509737834,1.1278599981778824e-05,2015.0792442315394,13
Llama-1B,tl1,5632,2048,256,128,32,256,128,32,0.0776404989650473,6.892799979141273e-06,1648.6241292398684,14
Llama-1B,tl1,5632,2048,512,128,32,512,128,32,0.07793336294125766,6.918799977029267e-06,1642.428802879713,15
Llama-1B,tl1,5632,2048,64,128,32,64,128,32,0.07795138566289098,6.920400005583361e-06,1642.0490657286011,16
Llama-1B,tl1,5632,2048,32,128,32,32,128,32,0.07795814373530448,6.9209999765007526e-06,1641.906719003025,17
Llama-1B,tl1,5632,2048,128,64,64,128,64,64,0.07797391316853464,6.9223999616951915e-06,1641.5746600191503,18
Llama-1B,tl1,5632,2048,512,64,64,512,64,64,0.07807078382465989,6.930999984433584e-06,1639.5377851908947,19
Llama-1B,tl1,5632,2048,256,64,64,256,64,64,0.07820369915571064,6.942799996068061e-06,1636.7512199792548,20
Llama-1B,tl1,5632,2048,64,64,64,64,64,64,0.07922421803232282,7.0334000383809325e-06,1615.6675721024733,21
Llama-1B,tl1,5632,2048,128,128,32,128,128,32,0.07969730589538812,7.075400026224088e-06,1606.0768750202762,22
Llama-1B,tl1,5632,2048,64,64,32,64,64,32,0.13320806389674544,5.912999995416612e-06,960.9027881316374,23
Llama-1B,tl1,5632,2048,128,64,32,128,64,32,0.1333882880397141,5.921000001762877e-06,959.6044891279374,24
Llama-1B,tl1,5632,2048,512,64,32,512,64,32,0.13357301722280682,5.9291999832566946e-06,958.2773726409823,25
Llama-1B,tl1,5632,2048,256,64,32,256,64,32,0.13397401650436222,5.947000022388238e-06,955.4091408152437,26
Llama-1B,tl1,5632,2048,512,32,64,512,32,64,0.13415874619968235,5.9552000266194225e-06,954.0935915537281,27
Llama-1B,tl1,5632,2048,128,32,64,128,32,64,0.13460479946807027,5.9749999763880625e-06,950.9319170328915,28
Llama-1B,tl1,5632,2048,64,32,64,64,32,64,0.1349246972706169,5.989199985378946e-06,948.6773184546925,29
Llama-1B,tl1,5632,2048,32,64,32,32,64,32,0.135510425735265,6.015200006004306e-06,944.5767682116395,30
Llama-1B,tl1,5632,2048,256,32,64,256,32,64,0.15099617308005692,6.702600012431504e-06,847.7036032703654,31
Llama-1B,tl1,5632,2048,128,32,32,128,32,32,0.24331141151487828,5.400200006988598e-06,526.0747911619136,32
Llama-1B,tl1,5632,2048,64,32,32,64,32,32,0.24474419252946972,5.43200001175137e-06,522.9950450594961,33
Llama-1B,tl1,5632,2048,256,32,32,256,32,32,0.24475320260971783,5.432199986898922e-06,522.9757920843558,34
Llama-1B,tl1,5632,2048,512,32,32,512,32,32,0.24608686147257686,5.461800014927576e-06,520.1415436567869,35
Llama-1B,tl1,5632,2048,32,32,32,32,32,32,0.25033113583922384,5.555999996431637e-06,511.3227308735918,36
Llama-1B,tl1,32000,2048,64,256,64,64,256,64,0.18915520013251808,1.182220000828238e-05,676.6930008285574,1
Llama-1B,tl1,32000,2048,320,256,64,320,256,64,0.1955264000571333,1.222040000357083e-05,654.6430556824965,2
Llama-1B,tl1,32000,2048,128,256,64,128,256,64,0.2308608000021195,1.4428800000132469e-05,554.446662226003,3
Llama-1B,tl1,32000,2048,256,256,64,256,256,64,0.24537920035072602,1.5336200021920376e-05,521.6416053889112,4
Llama-1B,tl1,32000,2048,128,256,32,128,256,32,0.26448639982845634,8.26519999463926e-06,483.9568313645606,5
Llama-1B,tl1,32000,2048,320,256,32,320,256,32,0.26641919976100326,8.325599992531352e-06,480.4458541832758,6
Llama-1B,tl1,32000,2048,256,256,32,256,256,32,0.2673087998118717,8.353399994120992e-06,478.84693691372917,7
Llama-1B,tl1,32000,2048,160,256,32,160,256,32,0.26846079854294663,8.389399954467081e-06,476.79214505325024,8
Llama-1B,tl1,32000,2048,64,256,32,64,256,32,0.27623039932223037,8.632199978819699e-06,463.38129443415994,9
Llama-1B,tl1,32000,2048,256,128,64,256,128,64,0.2788608006085269,8.714400019016466e-06,459.0103726327968,10
Llama-1B,tl1,32000,2048,320,128,64,320,128,64,0.2806463999149855,8.770199997343298e-06,456.08994107451315,11
Llama-1B,tl1,32000,2048,128,128,64,128,128,64,0.2823232003720477,8.822600011626492e-06,453.38108887728885,12
Llama-1B,tl1,32000,2048,32,256,32,32,256,32,0.31744639927637763,9.9201999773868e-06,403.21767798210135,13
Llama-1B,tl1,32000,2048,64,128,64,64,128,64,0.37227520006126724,1.1633600001914601e-05,343.8316599626684,14
Llama-1B,tl1,32000,2048,320,128,32,320,128,32,0.4406271982588805,6.884799972795008e-06,290.4950046338186,15
Llama-1B,tl1,32000,2048,32,128,32,32,128,32,0.44076799968024716,6.886999995003862e-06,290.4022072674444,16
Llama-1B,tl1,32000,2048,64,128,32,64,128,32,0.44140800164313987,6.89700002567406e-06,289.98115014571647,17
Llama-1B,tl1,32000,2048,160,128,32,160,128,32,0.4429440014064312,6.9210000219754875e-06,288.9755806458056,18
Llama-1B,tl1,32000,2048,256,64,64,256,64,64,0.4431872002896853,6.9248000045263325e-06,288.8170053565039,19
Llama-1B,tl1,32000,2048,256,128,32,256,128,32,0.4433280002558604,6.927000003997818e-06,288.72527773144634,20
Llama-1B,tl1,32000,2048,64,64,64,64,64,64,0.4435584007296711,6.930600011401111e-06,288.5753032507894,21
Llama-1B,tl1,32000,2048,128,128,32,128,128,32,0.44419839832698926,6.940599973859207e-06,288.1595261984149,22
Llama-1B,tl1,32000,2048,320,64,64,320,64,64,0.44857599859824404,7.008999978097563e-06,285.3474113639326,23
Llama-1B,tl1,32000,2048,128,64,64,128,64,64,0.4928128008032217,7.70020001255034e-06,259.73351299190364,24
Llama-1B,tl1,32000,2048,64,32,64,64,32,64,0.7563776045572013,5.909200035603135e-06,169.22764400848936,25
Llama-1B,tl1,32000,2048,256,32,64,256,32,64,0.75863040110562,5.926800008637656e-06,168.72511279992753,26
Llama-1B,tl1,32000,2048,256,64,32,256,64,32,0.7607039995491505,5.942999996477738e-06,168.26518603275687,27
Llama-1B,tl1,32000,2048,128,64,32,128,64,32,0.7609344000229612,5.944800000179384e-06,168.21423764799908,28
Llama-1B,tl1,32000,2048,64,64,32,64,64,32,0.7632895983988419,5.963199987490952e-06,167.69519756132735,29
Llama-1B,tl1,32000,2048,128,32,64,128,32,64,0.7652864005649462,5.9788000044136425e-06,167.25764355084374,30
Llama-1B,tl1,32000,2048,160,64,32,160,64,32,0.76582400361076,5.983000028209062e-06,167.14022986547397,31
Llama-1B,tl1,32000,2048,320,64,32,320,64,32,0.7709696015808731,6.0232000123505715e-06,166.02470413559237,32
Llama-1B,tl1,32000,2048,320,32,64,320,32,64,0.776345597114414,6.0651999774563595e-06,164.87502534407494,33
Llama-1B,tl1,32000,2048,32,64,32,32,64,32,0.7802111998898908,6.095399999139772e-06,164.05814222875077,34
Llama-1B,tl1,32000,2048,128,32,32,128,32,32,1.3834239973220974,5.403999989539443e-06,92.5240564337256,35
Llama-1B,tl1,32000,2048,256,32,32,256,32,32,1.3880319951567799,5.421999981081172e-06,92.2168944567753,36
Llama-1B,tl1,32000,2048,160,32,32,160,32,32,1.3947391940746456,5.448199976854084e-06,91.77343014650344,37
Llama-1B,tl1,32000,2048,64,32,32,64,32,32,1.396224001655355,5.454000006466231e-06,91.67583414140134,38
Llama-1B,tl1,32000,2048,320,32,32,320,32,32,1.4008832105901092,5.472200041367614e-06,91.37092873436693,39
Llama-1B,tl1,32000,2048,32,32,32,32,32,32,1.5378431999124587,6.007199999658042e-06,83.23345319424396,40
