model_name,arch,M,K,ROW_BLOCK_SIZE,COL_BLOCK_SIZE,PARALLEL_SIZE,BM,BK,bm,avg_latency_s,tile_latency_s,tokens_per_second,rank
Llama-700M,tl1,1536,4096,192,256,64,192,256,64,0.023621529643423858,1.537860002827074e-05,5418.785401801221,6
Llama-700M,tl1,1536,4096,512,256,32,512,256,32,0.026419200003147125,8.600000001024455e-06,4844.961239732933,7
Llama-700M,tl1,1536,4096,32,256,32,32,256,32,0.02646650879178196,8.615399997324857e-06,4836.300889059645,8
Llama-700M,tl1,1536,4096,128,256,32,128,256,32,0.02646712311543524,8.61559997247241e-06,4836.18863454609,9
Llama-700M,tl1,1536,4096,384,256,32,384,256,32,0.026491084671579304,8.623399958196387e-06,4831.814234368573,10
Llama-700M,tl1,1536,4096,256,256,32,256,256,32,0.02657894392032176,8.651999974063073e-06,4815.842208919881,11
Llama-700M,tl1,1536,4096,64,256,32,64,256,32,0.02659737607464194,8.658000024297507e-06,4812.504798999168,12
Llama-700M,tl1,1536,4096,256,128,64,256,128,64,0.02661642241291702,8.664200004204759e-06,4809.061038116124,13
Llama-700M,tl1,1536,4096,512,128,64,512,128,64,0.026647142297588286,8.674199966662854e-06,4803.516961426093,14
Llama-700M,tl1,1536,4096,384,128,64,384,128,64,0.026788454409688713,8.720200003153878e-06,4778.17786880999,15
Llama-700M,tl1,1536,4096,64,128,64,64,128,64,0.026904575969092546,8.75799998993898e-06,4757.555002801156,16
Llama-700M,tl1,1536,4096,192,128,64,192,128,64,0.026972774416208267,8.780200005276129e-06,4745.525915312711,17
Llama-700M,tl1,1536,4096,192,256,32,192,256,32,0.027058790414594112,8.808200004750687e-06,4730.440571761975,18
Llama-700M,tl1,1536,4096,128,128,64,128,128,64,0.03410718713421375,1.1102599978585204e-05,3752.8747092603276,19
Llama-700M,tl1,1536,4096,64,64,64,64,64,64,0.04217487378045917,6.864400029371609e-06,3034.9824083956373,20
Llama-700M,tl1,1536,4096,192,128,32,192,128,32,0.04221173753030598,6.870399988656572e-06,3032.331941041333,21
Llama-700M,tl1,1536,4096,512,64,64,512,64,64,0.04221296617761254,6.870599963804125e-06,3032.243682223976,22
Llama-700M,tl1,1536,4096,32,128,32,32,128,32,0.04223999991081655,6.874999985484464e-06,3030.303036701063,23
Llama-700M,tl1,1536,4096,128,128,32,128,128,32,0.04226457607001066,6.8790000113949645e-06,3028.540965085509,24
Llama-700M,tl1,1536,4096,384,64,64,384,64,64,0.04234813428483904,6.892599981256353e-06,3022.5652714486882,25
Llama-700M,tl1,1536,4096,192,64,64,192,64,64,0.042348134424537415,6.89260000399372e-06,3022.5652614778246,26
Llama-700M,tl1,1536,4096,256,128,32,256,128,32,0.0423628798685968,6.8949999786127595e-06,3021.5131831697113,27
Llama-700M,tl1,1536,4096,64,128,32,64,128,32,0.042362880008295176,6.8950000013501265e-06,3021.513173205788,28
Llama-700M,tl1,1536,4096,512,128,32,512,128,32,0.042559488024562594,6.927000003997818e-06,3007.554976369233,29
Llama-700M,tl1,1536,4096,256,64,64,256,64,64,0.04285317147150636,6.974800044190488e-06,2986.9434537676843,30
Llama-700M,tl1,1536,4096,128,64,64,128,64,64,0.04289003536105156,6.980800026212819e-06,2984.3761825441816,31
Llama-700M,tl1,1536,4096,192,64,32,192,64,32,0.07255572499707341,5.904600016037875e-06,1764.1612705980538,32
Llama-700M,tl1,1536,4096,384,64,32,384,64,32,0.07275724830105901,5.921000024500245e-06,1759.27488997872,33
Llama-700M,tl1,1536,4096,64,64,32,64,64,32,0.07277936646714805,5.922800005464523e-06,1758.740233851555,34
Llama-700M,tl1,1536,4096,128,64,32,128,64,32,0.0729047038592398,5.932999988544907e-06,1755.7166166827178,35
Llama-700M,tl1,1536,4096,384,32,64,384,32,64,0.07307673599570991,5.946999999650871e-06,1751.583431524835,36
Llama-700M,tl1,1536,4096,192,32,64,192,32,64,0.07312097288668157,5.9506000070541635e-06,1750.5237546328412,37
Llama-700M,tl1,1536,4096,512,64,32,512,64,32,0.07312097288668157,5.9506000070541635e-06,1750.5237546328412,38
Llama-700M,tl1,1536,4096,512,32,64,512,32,64,0.07313080318272114,5.951399998593843e-06,1750.2884479497004,39
Llama-700M,tl1,1536,4096,256,64,32,256,64,32,0.07315046405419706,5.953000004410569e-06,1749.8180176295944,40
Llama-700M,tl1,1536,4096,128,32,64,128,32,64,0.07334952978417278,5.969200014988019e-06,1745.0691282770786,41
Llama-700M,tl1,1536,4096,256,32,64,256,32,64,0.07352401949465276,5.983400023978902e-06,1740.9276707091506,42
Llama-700M,tl1,1536,4096,32,64,32,32,64,32,0.07391232009977103,6.015000008119387e-06,1731.7816546310326,43
Llama-700M,tl1,1536,4096,384,128,32,384,128,32,0.08533893101848661,1.3889799970456806e-05,1499.9016096448631,44
Llama-700M,tl1,1536,4096,64,32,64,64,32,64,0.10437427209690214,8.494000007885916e-06,1226.3558578991908,45
Llama-700M,tl1,1536,4096,192,32,32,192,32,32,0.13231718447059393,5.384000019148516e-06,967.372458174143,46
Llama-700M,tl1,1536,4096,64,32,32,64,32,32,0.1325137926265597,5.3920000254947805e-06,965.9371863328964,47
Llama-700M,tl1,1536,4096,128,32,32,128,32,32,0.13261701185256242,5.396200026552833e-06,965.1853726149749,48
Llama-700M,tl1,1536,4096,512,32,32,512,32,32,0.13330513928085563,5.424200003290025e-06,960.2030401117662,49
Llama-700M,tl1,1536,4096,384,32,32,384,32,32,0.13364920299500227,5.438199991658621e-06,957.7311134791165,50
Llama-700M,tl1,1536,4096,256,32,32,256,32,32,0.13542359042912722,5.5104000011851895e-06,945.1824426925655,51
Llama-700M,tl1,1536,4096,32,32,32,32,32,32,0.13566935062408447,5.5204000091180205e-06,943.4702783730802,52
Llama-700M,tl1,4096,1536,512,256,64,512,256,64,0.018072268820833418,1.1765800013563422e-05,7082.674636426595,1
Llama-700M,tl1,4096,1536,256,256,64,256,256,64,0.018377318407874557,1.1964400005126664e-05,6965.107593997656,2
Llama-700M,tl1,4096,1536,64,256,64,64,256,64,0.018401587195694444,1.1980199997196905e-05,6955.921716902177,3
Llama-700M,tl1,4096,1536,128,256,64,128,256,64,0.018610790418460962,1.2116400012018857e-05,6877.73045216986,4
Llama-700M,tl1,4096,1536,256,256,32,256,256,32,0.02644439034629613,8.608199982518272e-06,4840.346036486639,5
Llama-700M,tl1,4096,1536,512,256,32,512,256,32,0.026456063892692325,8.611999965069117e-06,4838.210268888716,6
Llama-700M,tl1,4096,1536,32,256,32,32,256,32,0.026566655980423095,8.64799999362731e-06,4818.069692110399,7
Llama-700M,tl1,4096,1536,64,256,32,64,256,32,0.026567270443774757,8.648200014249596e-06,4817.9582569798,8
Llama-700M,tl1,4096,1536,128,256,32,128,256,32,0.026640384038910267,8.672000012666103e-06,4804.735540337799,9
Llama-700M,tl1,4096,1536,128,128,64,128,128,64,0.02670182401780039,8.692000005794397e-06,4793.680009076183,10
Llama-700M,tl1,4096,1536,256,128,64,256,128,64,0.02673315843567252,8.702200011612149e-06,4788.06125015134,11
Llama-700M,tl1,4096,1536,64,128,64,64,128,64,0.026757734455168245,8.710200017958413e-06,4783.663587605297,12
Llama-700M,tl1,4096,1536,512,128,64,512,128,64,0.02680688635446131,8.726199985176208e-06,4774.892477533025,13
Llama-700M,tl1,4096,1536,256,128,32,256,128,32,0.04218961922451854,6.8668000039906476e-06,3033.921669660689,14
Llama-700M,tl1,4096,1536,64,128,32,64,128,32,0.042324786912649875,6.8887999532307734e-06,3024.232591274874,15
Llama-700M,tl1,4096,1536,128,128,32,128,128,32,0.042360422573983675,6.894600028317655e-06,3021.6884587599284,16
Llama-700M,tl1,4096,1536,64,64,64,64,64,64,0.04237271044403315,6.8966000071668535e-06,3020.812184508832,17
Llama-700M,tl1,4096,1536,128,64,64,128,64,64,0.04242431991733611,6.9049999865455906e-06,3017.13734597062,18
Llama-700M,tl1,4096,1536,512,128,32,512,128,32,0.042448895936831835,6.908999989718723e-06,3015.3905578716744,19
Llama-700M,tl1,4096,1536,512,64,64,512,64,64,0.04253491186536848,6.922999978087318e-06,3009.292705369783,20
Llama-700M,tl1,4096,1536,32,128,32,32,128,32,0.04259143676608801,6.93219999448047e-06,3005.2989454893354,21
Llama-700M,tl1,4096,1536,256,64,64,256,64,64,0.042596352053806186,6.933000008757517e-06,3004.9521573658462,22
Llama-700M,tl1,4096,1536,128,64,32,128,64,32,0.07285800967365502,5.929200005994062e-06,1756.841843104643,23
Llama-700M,tl1,4096,1536,128,32,64,128,32,64,0.07288012839853764,5.931000032433076e-06,1756.3086511050708,24
Llama-700M,tl1,4096,1536,64,64,32,64,64,32,0.07319715851917863,5.956800009698782e-06,1748.7017609633344,25
Llama-700M,tl1,4096,1536,64,32,64,64,32,64,0.07322664940729737,5.95919998431782e-06,1747.997498670808,26
Llama-700M,tl1,4096,1536,256,64,32,256,64,32,0.07349698590114712,5.981200024507416e-06,1741.5680171178587,27
Llama-700M,tl1,4096,1536,512,32,64,512,32,64,0.07356825582683085,5.986999985907459e-06,1739.8808570546198,28
Llama-700M,tl1,4096,1536,32,64,32,32,64,32,0.07423672350123525,6.041400024514587e-06,1724.2140272781592,29
Llama-700M,tl1,4096,1536,256,32,64,256,32,64,0.07618314251303673,6.199800009198953e-06,1680.161723154124,30
Llama-700M,tl1,4096,1536,512,64,32,512,64,32,0.1070333951152861,8.710399993105965e-06,1195.8884408191545,31
Llama-700M,tl1,4096,1536,64,32,32,64,32,32,0.13212057631462815,5.3760000128022515e-06,968.8120016611529,32
Llama-700M,tl1,4096,1536,128,32,32,128,32,32,0.13310361541807653,5.415999976321473e-06,961.6568235051607,33
Llama-700M,tl1,4096,1536,512,32,32,512,32,32,0.1334525948390365,5.4301999853123565e-06,959.1420845311167,34
Llama-700M,tl1,4096,1536,256,32,32,256,32,32,0.1344307204708457,5.4700000191587606e-06,952.1633117168308,35
Llama-700M,tl1,4096,1536,32,32,32,32,32,32,0.1359642628580332,5.532400018637418e-06,941.423851454635,36
Llama-700M,tl1,32000,1536,320,256,64,320,256,64,0.14198159997249604,1.1831799997708004e-05,901.5252682375428,1
Llama-700M,tl1,32000,1536,64,256,64,64,256,64,0.15645599996787496,1.3037999997322913e-05,818.1213889290419,2
Llama-700M,tl1,32000,1536,256,256,64,256,256,64,0.17004480005198275,1.4170400004331895e-05,752.7428063714407,3
Llama-700M,tl1,32000,1536,128,256,64,128,256,64,0.17468400010329788,1.4557000008608157e-05,732.751711228895,4
Llama-700M,tl1,32000,1536,128,256,32,128,256,32,0.20769119946635328,8.65379997776472e-06,616.2995848109417,5
Llama-700M,tl1,32000,1536,256,256,32,256,256,32,0.2077055993140675,8.65439997141948e-06,616.2568578926645,6
Llama-700M,tl1,32000,1536,320,256,32,320,256,32,0.20783999952982415,8.65999998040934e-06,615.8583539721022,7
Llama-700M,tl1,32000,1536,160,256,32,160,256,32,0.20794559895875864,8.664399956614943e-06,615.5456073171615,8
Llama-700M,tl1,32000,1536,64,128,64,64,128,64,0.20899679984722752,8.70819999363448e-06,612.4495690535235,9
Llama-700M,tl1,32000,1536,256,128,64,256,128,64,0.20933279956807382,8.722199982003077e-06,611.4665272910332,10
Llama-700M,tl1,32000,1536,128,128,64,128,128,64,0.20986080053262413,8.744200022192672e-06,609.9281031766656,11
Llama-700M,tl1,32000,1536,320,128,64,320,128,64,0.21264480001264022,8.860200000526675e-06,601.9427702553334,12
Llama-700M,tl1,32000,1536,64,256,32,64,256,32,0.21644640019076178,9.018600007948407e-06,591.3704265221742,13
Llama-700M,tl1,32000,1536,32,256,32,32,256,32,0.29036639989499236,1.2098599995624681e-05,440.8223542609948,14
Llama-700M,tl1,32000,1536,256,128,32,256,128,32,0.32922239988693036,6.858799997644382e-06,388.7949302476408,15
Llama-700M,tl1,32000,1536,32,128,32,32,128,32,0.3293279998615617,6.860999997115869e-06,388.6702620299727,16
Llama-700M,tl1,32000,1536,64,128,32,64,128,32,0.3304704008769477,6.884800018269743e-06,387.32667028676326,17
Llama-700M,tl1,32000,1536,160,128,32,160,128,32,0.3312383993034018,6.900799985487538e-06,386.4286274453248,18
Llama-700M,tl1,32000,1536,64,64,64,64,64,64,0.33141119965875987,6.904399992890831e-06,386.22714057882234,19
Llama-700M,tl1,32000,1536,128,128,32,128,128,32,0.3315456004202133,6.9072000087544435e-06,386.07057321155224,20
Llama-700M,tl1,32000,1536,320,128,32,320,128,32,0.3321887990750838,6.920599980730913e-06,385.3230462808846,21
Llama-700M,tl1,32000,1536,256,64,64,256,64,64,0.3322752003441565,6.922400007169926e-06,385.22285102054883,22
Llama-700M,tl1,32000,1536,320,64,64,320,64,64,0.3368255991517799,7.0171999823287475e-06,380.0186218694168,23
Llama-700M,tl1,32000,1536,128,64,64,128,64,64,0.3597023995098425,7.493799989788385e-06,355.8497251461831,24
Llama-700M,tl1,32000,1536,256,64,32,256,64,32,0.5720639986975584,5.9589999864329005e-06,223.75118918761336,25
Llama-700M,tl1,32000,1536,128,32,64,128,32,64,0.5724479968193918,5.962999966868665e-06,223.60109688773036,26
Llama-700M,tl1,32000,1536,32,64,32,32,64,32,0.5734080019465182,5.973000020276231e-06,223.22674180598298,27
Llama-700M,tl1,32000,1536,256,32,64,256,32,64,0.5763072018453386,6.003200019222276e-06,222.1037661687089,28
Llama-700M,tl1,32000,1536,160,64,32,160,64,32,0.5774399985966738,6.014999985382019e-06,221.66805263070202,29
Llama-700M,tl1,32000,1536,320,64,32,320,64,32,0.5778432008810341,6.019200009177439e-06,221.5133790703761,30
Llama-700M,tl1,32000,1536,320,32,64,320,32,64,0.5807231966173276,6.04919996476383e-06,220.41482197644441,31
Llama-700M,tl1,32000,1536,64,64,32,64,64,32,0.6280703979427926,6.542399978570756e-06,203.7988104824816,32
Llama-700M,tl1,32000,1536,64,32,64,64,32,64,0.6644160021096468,6.9210000219754875e-06,192.65038709720375,33
Llama-700M,tl1,32000,1536,128,64,32,128,64,32,0.8367551999981515,8.716199999980745e-06,152.97186082653894,34
Llama-700M,tl1,32000,1536,64,32,32,64,32,32,1.03645440103719,5.398200005402032e-06,123.49795598524078,35
Llama-700M,tl1,32000,1536,128,32,32,128,32,32,1.043750402459409,5.436200012809422e-06,122.63468325223266,36
Llama-700M,tl1,32000,1536,256,32,32,256,32,32,1.048319997789804,5.459999988488562e-06,122.10012235754847,37
Llama-700M,tl1,32000,1536,160,32,32,160,32,32,1.0495104026631452,5.466200013870548e-06,121.96163056144891,38
Llama-700M,tl1,32000,1536,320,32,32,320,32,32,1.056422399415169,5.502199996954005e-06,121.16365581689699,39
Llama-700M,tl1,32000,1536,32,32,32,32,32,32,1.0579968002275564,5.5104000011851895e-06,120.9833526646484,40
