model_name,M,K,ROW_BLOCK_SIZE,COL_BLOCK_SIZE,PARALLEL_SIZE,BM,BK,bm,avg_latency_s,tile_latency_s,tokens_per_second,rank
Llama-700M,1536,1536,192,192,32,192,192,32,0.1583708167076111,0.0001031060004606843,45.8857227059982,1
Llama-700M,4096,1536,128,192,32,128,192,32,0.6967377924919128,0.0001701020001200959,45.8857227059982,1
Llama-700M,1536,4096,512,192,32,512,192,32,0.26361983612179757,6.240999908186496e-05,45.8857227059982,1
Llama-700M,32000,1536,32,192,32,32,192,32,1.514431992545724,4.732599976705387e-05,45.8857227059982,1
Llama-700M,4096,1536,128,96,32,128,96,32,0.8058634328842164,9.837200108449907e-05,39.67212785750834,2
Llama-700M,4096,1536,256,192,32,256,192,32,0.9471016979217529,0.00023122600046917796,33.75594956193873,3
Llama-700M,1536,1536,192,96,32,192,96,32,0.21966028600931167,7.150399935198948e-05,33.082718374771915,2
Llama-700M,4096,1536,64,192,32,64,192,32,0.9918300211429596,0.00024214600125560537,32.23366551078122,4
Llama-700M,1536,1536,128,192,32,128,192,32,0.2415943694114685,0.0001572880009189248,30.079175263357552,3
Llama-700M,4096,1536,32,192,32,32,192,32,1.0635919320583342,0.00025966599903767926,30.05881878325471,5
Llama-700M,32000,1536,32,96,32,32,96,32,2.4140799418091774,3.77199990907684e-05,28.78562770997845,2
Llama-700M,1536,1536,512,192,32,512,192,32,0.2638233616948128,0.00017176000110339374,27.54479108098936,4
Llama-700M,32000,1536,160,192,32,160,192,32,2.611008044332266,8.159400138538331e-05,26.6145508888376,3
Llama-700M,1536,1536,384,192,32,384,192,32,0.28065484821796416,0.00018271800014190375,25.892869573819695,5
Llama-700M,4096,1536,512,192,32,512,192,32,1.299824639558792,0.0003173399998922832,24.595869451994016,6
Llama-700M,1536,4096,384,192,32,384,192,32,0.5629493721574546,0.00013327399909030647,21.487521433281184,2
Llama-700M,32000,1536,320,192,32,320,192,32,3.4148480277508497,0.00010671400086721405,20.349604404742642,4
Llama-700M,4096,1536,64,96,32,64,96,32,1.5960965156555176,0.00019483600044623017,20.030315730589138,7
Llama-700M,1536,4096,32,192,32,32,192,32,0.6565954571217298,0.00015544400026556104,18.422891247392343,3
Llama-700M,1536,4096,64,192,32,64,192,32,0.6650434501469135,0.0001574439986143261,18.18886675361332,4
Llama-700M,1536,1536,32,192,32,32,192,32,0.4061276149749756,0.0002644059993326664,17.893290463923954,6
Llama-700M,32000,1536,128,192,32,128,192,32,3.941504023969173,0.00012317200074903666,17.63053038750086,5
Llama-700M,1536,4096,128,192,32,128,192,32,0.700322302468121,0.00016579599963733926,17.272599569447703,5
Llama-700M,1536,4096,192,192,32,192,192,32,0.7022906817868352,0.0001662619985290803,17.22418795207236,6
Llama-700M,1536,1536,256,96,32,256,96,32,0.431388672888279,0.0001404260002891533,16.84550345634575,7
Llama-700M,1536,4096,512,96,32,512,96,32,0.7510648322850465,9.0972000034526e-05,16.105649179822908,7
Llama-700M,4096,1536,32,96,32,32,96,32,2.0364165043830873,0.0002485859990702011,15.69930172745203,8
Llama-700M,32000,1536,256,96,32,256,96,32,4.453631937503815,6.95879990234971e-05,15.60317678743651,6
Llama-700M,32000,1536,64,192,32,64,192,32,4.462847989052534,0.0001394639996578917,15.570955281808368,7
Llama-700M,1536,1536,512,96,32,512,96,32,0.4758097904920578,0.0001548859995091334,15.2728244045857,8
Llama-700M,32000,1536,256,192,32,256,192,32,4.552576020359993,0.0001422680006362498,15.264062841843652,8
Llama-700M,1536,1536,256,192,32,256,192,32,0.48467558383941645,0.00031554399989545343,14.993450510962012,9
Llama-700M,32000,1536,128,96,32,128,96,32,4.828671962022781,7.544799940660596e-05,14.391287503807774,9
Llama-700M,4096,1536,512,96,32,512,96,32,2.291761155128479,0.0002797560003818944,13.950108663605883,9
Llama-700M,1536,4096,32,96,32,32,96,32,0.8716519686207175,0.00010557800007518381,13.877541880879983,8
Llama-700M,1536,1536,384,96,32,384,96,32,0.5695119380950928,0.00018538800068199635,12.759977261362566,10
Llama-700M,32000,1536,320,96,32,320,96,32,5.514623988419771,8.616599981905892e-05,12.601186701572047,10
Llama-700M,1536,4096,128,96,32,128,96,32,1.0479505846649408,0.00012693199911154807,11.542897992611975,9
Llama-700M,1536,4096,192,96,32,192,96,32,1.1086652144417168,0.00013428599981125445,10.910765975621223,10
Llama-700M,1536,4096,256,96,32,256,96,32,1.1283475313521922,0.00013667000137502328,10.720444157474594,11
Llama-700M,1536,1536,64,192,32,64,192,32,0.6832158730924129,0.0004448020007112063,10.636403026287665,11
Llama-700M,1536,4096,64,96,32,64,96,32,1.1876751329563557,0.00014385599963134154,10.184928828117515,12
Llama-700M,32000,1536,160,96,32,160,96,32,8.432128056883812,0.00013175200088880957,8.24119439342653,11
Llama-700M,4096,1536,256,96,32,256,96,32,4.058087420463562,0.0004953719995683059,7.8781735908048045,10
Llama-700M,1536,1536,128,96,32,128,96,32,1.088047105371952,0.00035418200044659895,6.67890144120523,12
Llama-700M,1536,4096,256,192,32,256,192,32,2.774348541721702,0.0006568059994606301,4.360081841980362,13
Llama-700M,32000,1536,64,96,32,64,96,32,17.84217605367303,0.0002787840008386411,3.8947495113826034,12
Llama-700M,1536,1536,32,96,32,32,96,32,2.1304504331946372,0.0006935060003888793,3.4109966920333425,13
Llama-700M,1536,4096,384,96,32,384,96,32,3.8925884173996748,0.0004714860001695342,3.1075432085280963,14
Llama-700M,1536,1536,64,96,32,64,96,32,6.076200957298279,0.0019779299991205335,1.1959708757557435,14
